sample_idx,photo_dark_ratio_pred,photo_dark_ratio_pred_platt,photo_dark_ratio_std,photo_dark_ratio_true,dopant_label,method,atmosphere,concentration_at%,doi,element,is_sputter,photo_dark_ratio_pred_rank,photo_dark_ratio_pred_refined,photo_dark_ratio_alpha
146,2.4100457191467286,2.1527494086425434,0.0452777348458766,2.4048337936401367,Zn,RF magnetron sputtering,,0.96,10.1007/s13391-017-7072-y,Zn,True,,2.1527494086425434,0.0
147,2.4009214878082275,2.1337669643628323,0.0403950449079275,2.4048337936401367,Zn,RF magnetron sputtering,,1.83,10.1007/s13391-017-7072-y,Zn,True,,2.1337669643628323,0.0
148,2.460506105422973,2.25772937191678,0.0489956121891737,2.4048337936401367,Zn,RF magnetron sputtering,,2.49,10.1007/s13391-017-7072-y,Zn,True,,2.25772937191678,0.0
149,2.4952548503875733,2.3300221591784367,0.0389462526887655,2.4048337936401367,Zn,RF magnetron sputtering,,3.03,10.1007/s13391-017-7072-y,Zn,True,,2.3300221591784367,0.0
150,2.5112929821014403,2.36338857990086,0.0429396200925111,2.4048337936401367,Zn,RF magnetron sputtering,,13.8,10.1016/j.physb.2011.08.061,Si,True,,2.36338857990086,0.0
151,2.922305774688721,3.2184773149501873,0.1221872076392173,,Si,RF magnetron co-sputtering,Ar,0.0,DOI:10.3390/ma17133227,—,True,2.5863875335412905,3.185379012988404,0.05236329226523682
152,2.1463903903961183,1.604229494867599,0.1369805470108986,,undoped,RF magnetron co-sputtering,Ar,2.1,DOI:10.3390/ma17133227,Sn,True,,1.604229494867599,0.0
153,2.235850524902344,1.7903462158843229,0.1581205308437347,1.9777235984802248,Sn,RF magnetron co-sputtering,Ar,3.6,DOI:10.3390/ma17133227,Sn,True,,1.7903462158843229,0.0
154,2.385375499725342,2.1014244204697152,0.1482536748051643,2.008600234985352,Sn,RF magnetron co-sputtering,Ar,4.1,DOI:10.3390/ma17133227,Sn,True,,2.1014244204697152,0.0
155,2.366534757614136,2.0622273282384795,0.1350611269474029,2.004321336746216,Sn,RF magnetron co-sputtering,Ar,0.0,DOI:10.3390/ma17133227,—,True,,2.0622273282384795,0.0
156,2.161544156074524,1.6357560423592576,0.1405684404075145,,undoped,RF magnetron co-sputtering,Ar,2.1,DOI:10.3390/ma17133227,Sn,True,,1.6357560423592576,0.0
157,2.249889755249024,1.8195540360172182,0.1616405606269836,1.9777235984802248,Sn,RF magnetron co-sputtering,Ar,3.6,DOI:10.3390/ma17133227,Sn,True,,1.8195540360172182,0.0
158,2.417257022857666,2.16775211580751,0.1752999946475029,2.008600234985352,Sn,RF magnetron co-sputtering,Ar,4.1,DOI:10.3390/ma17133227,Sn,True,,2.16775211580751,0.0
159,2.380956697463989,2.0922313537227946,0.1399163052439689,2.004321336746216,Sn,RF magnetron sputtering,,1.275,10.1007/s13391-017-7072-y,Zn,True,,2.0922313537227946,0.0
160,2.6319889068603515,2.6144895857309636,0.0448353342711925,2.420069456100464,Zn,RF magnetron sputtering,,1.86,10.1007/s13391-017-7072-y,Zn,True,,2.6144895857309636,0.0
161,2.4846352100372315,2.3079286015139897,0.037712600082159,2.352834463119507,Zn,RF magnetron sputtering,,2.445,10.1007/s13391-017-7072-y,Zn,True,,2.3079286015139897,0.0
162,2.487420558929444,2.313723361443286,0.0514684494584798,2.44235634803772,Zn,RF magnetron sputtering,,0.45175,10.1007/s40843-025-3509-0,Sn,True,,2.313723361443286,0.0
163,2.857960700988769,3.084611049303325,0.1674329400062561,4.581054210662842,Sn,RF magnetron sputtering,,0.7645,10.1007/s40843-025-3509-0,Sn,True,,3.084611049303325,0.0
164,3.0591755390167235,3.503227073975944,0.1700614288449287,4.436474323272705,Sn,RF magnetron sputtering,,1.0772499999999998,10.1007/s40843-025-3509-0,Sn,True,,3.503227073975944,0.0
165,3.17238073348999,3.738744041547221,0.1757466882467269,4.468916893005371,Sn,RF magnetron sputtering,N2,0.865,10.1016/j.mssp.2020.105430,Sn,True,,3.738744041547221,0.0
166,2.0040956497192384,1.308193381140732,0.1288981333374977,2.027581214904785,Sn,RF magnetron sputtering,N2,0.91,10.1016/j.mssp.2020.105430,Sn,True,,1.308193381140732,0.0
167,2.029294514656067,1.3606181862371227,0.1037094198167324,2.005377054214477,Sn,RF magnetron sputtering,N2,0.955,10.1016/j.mssp.2020.105430,Sn,True,,1.3606181862371227,0.0
168,2.047213578224182,1.3978977786879452,0.1361168056726455,2.020349264144897,Sn,RF magnetron sputtering,O2_plasma,1.5,10.1016/j.mssp.2024.108361,Mg,True,,1.3978977786879452,0.0
169,3.518084716796875,4.45796151389542,0.2315294757485389,4.266977787017822,Mg,RF magnetron sputtering,O2_plasma,2.0,10.1016/j.mssp.2024.108361,Mg,True,,4.45796151389542,0.0
170,3.613972330093384,4.6574502389165495,0.2408182650804519,4.353600025177002,Mg,RF magnetron sputtering,O2_plasma,2.5,10.1016/j.mssp.2024.108361,Mg,True,,4.6574502389165495,0.0
171,3.70591025352478,4.848721858846288,0.2534786432981491,4.348519802093506,Mg,RF magnetron sputtering,,0.6,10.1364/OME.8.003506,Sn,True,,4.848721858846288,0.0
172,1.8992638111114504,1.0900967041401177,0.1325139194726944,0.3043315410614013,Sn,RF magnetron sputtering,,0.8999999999999999,10.1364/OME.8.003506,Sn,True,,1.0900967041401177,0.0
173,1.919833302497864,1.1328903609007681,0.1311061695218086,0.3573920428752899,Sn,RF magnetron sputtering,,1.2,10.1364/OME.8.003506,Sn,True,,1.1328903609007681,0.0
174,1.9073115587234497,1.106839585261219,0.1195430681109428,0.3244054615497589,Sn,RF magnetron sputtering,Ar,5.835,DOI:10.1016/j.matlet.2017.08.032,Mg,True,,1.106839585261219,0.0
175,2.9425060749053955,3.260502890483156,0.1225320279598236,3.848856210708618,Mg,RF magnetron sputtering,Ar,6.75,DOI:10.1016/j.matlet.2017.08.032,Mg,True,,3.260502890483156,0.0
176,2.926796579360962,3.2278201786171974,0.1140771761536598,3.8495359420776367,Mg,RF magnetron sputtering,Ar,7.665,DOI:10.1016/j.matlet.2017.08.032,Mg,True,,3.2278201786171974,0.0
177,2.9115865230560303,3.1961765216790723,0.1207310274243354,3.8489699363708496,Mg,RF magnetron sputtering,Ar,0.905,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,,3.1961765216790723,0.0
178,2.5447989463806158,2.4330958326404546,0.0549953956156969,2.481855630874634,Mg,RF magnetron sputtering,Ar,1.33,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,,2.4330958326404546,0.0
179,2.5731168746948243,2.4920096716696176,0.0541181718930602,2.404991388320923,Mg,RF magnetron sputtering,Ar,1.755,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,,2.4920096716696176,0.0
180,2.5667479038238525,2.4787593900631912,0.0466058734804391,2.336288928985596,Mg,RF magnetron co-sputtering,Ar,2.6,DOI:10.3390/ma17133227,Sn,True,,2.4787593900631912,0.0
181,2.3087867736816405,1.942085932585933,0.1344050243496894,1.9993305206298828,Sn,RF magnetron co-sputtering,Ar,3.1,DOI:10.3390/ma17133227,Sn,True,,1.942085932585933,0.0
182,2.334893321990967,1.9963991213064172,0.1721860706806182,2.0398600101470947,Sn,RF magnetron co-sputtering,Ar,3.6,DOI:10.3390/ma17133227,Sn,True,,1.9963991213064172,0.0
183,2.3579050064086915,2.0442736217477333,0.1430282637476921,2.014178276062012,Sn,RF magnetron sputtering,Ar,0.875,ResearchGate Struct.Opt.Zn,Zn,True,,2.0442736217477333,0.0
184,2.7124861240386964,2.781959467090934,0.0734877359122037,2.0470378398895264,Zn,RF magnetron sputtering,Ar,1.25,ResearchGate Struct.Opt.Zn,Zn,True,,2.781959467090934,0.0
185,2.802597761154175,2.969431602226329,0.0981641113758087,2.2166788578033447,Zn,RF magnetron sputtering,Ar,1.625,ResearchGate Struct.Opt.Zn,Zn,True,,2.969431602226329,0.0
186,2.832209825515747,3.031037817686786,0.1004574436694383,2.375025510787964,Zn,RF magnetron sputtering,Ar,2.75,SSRN:5149855,Sn,True,,3.031037817686786,0.0
187,2.3651254653930662,2.0592953759383,0.128489338606596,2.701178312301636,Sn,RF magnetron sputtering,Ar,4.5,SSRN:5149855,Sn,True,,2.0592953759383,0.0
188,2.408852958679199,2.150267938338477,0.1252947878092527,2.3886091709136963,Sn,RF magnetron sputtering,Ar,6.25,SSRN:5149855,Sn,True,,2.150267938338477,0.0
